web-scraper-order,web-scraper-start-url,job_title_link,job_title_link-href,job_title,Company,Salary,Date,job_description,pages,pages-href
"1628455588-1708","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43490822?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","Michael Page Technology","£250.00 - £280.00 per day","Posted 26 July by 

                        Michael Page Technology","My client - a renowned technology business in the Retail Industry are looking for Data Analyst to join their site in Hertfordshire remotely to oversee the data analysis of a platform transformation project. Client Details My client is a renowned technology business in the Retail Industry.  Description The successful candidate for the Data Analyst role at my client's site in Hertfordshire will fulfil the following responsibilities -  Review the data requirements (already provided) against the current available data and identify any gapsClearly communicate any gaps to the Data Engineering team and work with them to create any missing tablesReview provided datafeeds against use cases Perform gap analysis on datafeeds vs current reports (using legacy feeds)Liaise with Tech and Solutions teams to ensure gaps are filled and all data feed requirements are metReview user requirements and liaise with stakeholders where necessary to fully understand requirementsLiase with Data Engineering team to create missing datamart tablesValidate created tables against existing reportsReview and understand requirements (already provided)Perform gap analysis on requirements vs planned webhooksLiase with Solutions and Tech teams to create requirements for any missing webhooks Profile To be considered for the Data Analyst contract role the candidate must present evidence of the following -  A track record and competent user of SQL and VBAFamiliar with GCP and oracle dbA track record of Data source investigationA track record of using data studio - this is essentialWorking knowledge of tableau will be an advantageA track record of working in retail and logistics will be an advantage Job Offer The day rate for this role is between £250 and £280 per day - inside of IR35","4","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=4"
"1628455625-1723","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43534815?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","X4 Group","£80.00 - £120.00 per day","Posted 30 July by 

                        X4 Group","A brilliant long term Contract opportunity for a Data Analyst to join a leading Oil & Gas company. Data Analyst Role:  identifying, analysing and documenting the business needsidentifying relevant data to be gathered and implementing a solution to do soanalyse and test end to end data flows spanning multiple systemsWork with the testing team to test the correctness and validity of data related code and fixes. Data Analyst Experience:  Experience with InformaticaExperience with SQL-based technologies (e.g. MSSQL, MySQL, PostgreSQL).Experience with data blending technology (e.g. Alteryx)Experience with Microsoft or AWS data stack e.g. Microsoft Azure Data Lake, Hadoop (preferably with Spark), Cosmos DB, HDInsight/HBase, MongoDB, Redis, Azure Table/Blob stores etc.Understands and has experience with concepts as Data Pipelining / Data Wrangling – [data collection extraction & processing]Knowledge of the technology landscape including current and future developments and the most commonly available products and integrated solutions. If this opportunity sounds of interest, please apply now!  The role is inside IR35 and Interviews will commence from 3rd August 2021.","3","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=3"
"1628455342-1611","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=8","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43592744?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","Parke Lane People","£28,000 - £32,000 per annum","Posted 3 days ago by 

                        Parke Lane People","Our client is an established and reputable business located in the Thame area. They have a new permanent requirement in their team for a Data Analyst. Reporting into the Team Leader, you will be responsible for:  Primary support for ensuring that the Systems Solution function can deliver successful and timely business solutions with minimum distraction.Triaging day to day requests for system and process improvements.Owning and developing the Reporting function.Assist in any database administration as directed by the team leader.Analysis of supplier rates and other commercial data as required by Sales and Compliance.Management of the supplier rates in the ERP system.Assisting with management of our project register and project planning.Supporting other business areas as required with gathering information and working out process improvements with the team leader.In collaboration with the team leader, be responsible for ensuring that systems and processes are working to optimum efficiency and effectiveness.To aid the transition and on-boarding of new and complex work in co-operation with the Sales, Production, Customer Service, Data teams and management teams.Dealing with internal and external clients including supplier and customer relationships where appropriate. Candidates that apply should have some previous experience of Database Administration and/or Business Analysis. You should be analytically minded, organised, proactive, with good attention to detail, and be a team player. A good understanding of ERP systems  and databases is essential along with a strong grasp of Excel. On offer is a salary of between 28-32k depending on experience, plus benefits and some flexibility on home working.","6","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=6"
"1628455354-1616","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=8","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43393374?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","REED Business Support","£34,000 - £36,000 per annum, inc benefits","Posted 16 July by 

                        REED Business Support","REED Business Support are recruiting a permanent Data Analyst for a client in Bromley. The role is working to support the Technology Manager and other team members to achieve agreed outcomes, utilising the wide range of data available across the business, to improve the impact of its strategy and to transform data into information and reports  that they can use to make more effective decisions. I am interested in speaking with candidates who have experience with:  Supporting a CRM system, specifically Microsoft Dynamics and Google analyticsMicrosoft Excel, Microsoft Access, SharePoint, and SQL databases, as well as statistical softwareData reporting analysts work with various database packages, from reporting tools to statistical applicationsAccounting practices and softwareUse of reporting and statistics toolsCRM and web applications (Microsoft dynamics preferred and Kentico CMS preferred) The successful candidate will have:   Degree or relevant qualificationsStrong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracyCommunicate effectively to all levels of staff and stakeholders Excellent organisational skills Strong mathematical abilities  Please apply with your most recent CV to be considered for shortlisting. A full job full job description will be provided for successful candidates.","6","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=6"
"1628454576-1338","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=19","Merchandising Data Analyst","https://www.reed.co.uk/jobs/merchandising-data-analyst/43369632?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Merchandising Data Analyst","REED Business Support","Salary negotiable","Posted 21 July by 

                        REED Business Support","Temp to perm opportunity. My client is recruiting a highly organised and proactive person, able to work against tight deadlines with outstanding prioritisation skills. The right candidate will be a problem solver with excellent attention to detail and ability to communicate effectively. The successful candidate will be responsible for ensuring optimal stock levels by reviewing sales, assisting suppliers in forecasting and highlighting areas of improvement across multiple areas. Key Responsibilities  Work as part of a team to optimise stock levels.Monitor stock inventory for seasonal events.Forecast inbound stock and schedule deliveries to ensure stock arrives in correct locations.Provide suppliers with yearly forecasts to help prepare for demand.Managing the exiting of stock out of the business in preparation for new lines.Managing exiting of seasonal stock whilst also monitoring margin.Ad-hoc business analysis.Business reports – including sales, availability and margin.Developing new reports and strategies to work more efficiently. Skills and experience  Excellent communication skills (written and verbal)Strong IT skills (Excel, Word) (PowerPoint, Access and VBA desirable but not essential)Create, develop and maintain reportsCommercial awareness of factors that may affect trade.The capability to work well as part of a team and to build and maintain effective working relationships.Ability to plan and prioritise and confidently make decisions.The ability to work under pressure in a dynamic environment and to quickly problem solve.Attention to detail","",""
"1628455545-1693","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=7","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43585711?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","Manpower","Competitive salary","Posted 4 days ago by 

                        Manpower","Data Analyst Our Ambition- At ManpowerGroup our ambition is to lead in the creation and delivery of innovative workforce solutions and services that enable our clients to win in the changing world of work. Working for us means you'll be part of a family  of brands, each uniquely positioned to address different talent challenges. The Team- Working with the Operational business teams across Manpower Group UK, this role is responsible for mapping, assessing and understanding the current data landscape and defining both existing and future business requirements. As  part of a Group wide transformation program and change initiative, you will then work with the wider Project team to ensure your recommended deliverables are completed in line with the agreed timescales. The role - So, what will you be doing?   Working with the Business team to map out Data & Analytics reporting requirements, advising and helping them to agree an operational best practice standards and future workflows, including identification of operational efficiencies and standardisationPreparing Data and analytics reporting requirements, documenting As Is and To Be processes and delivering process flows (Including running workshops, customer journey mapping)Ensure that the business requirements are analysed fully, with appropriate engagement from the business teams including the review of current processes and data sourcesProvide project level analysis - producing required project analysis documentation (business requirements, scope matrix, requirements traceability matrix, prioritisation, use cases, sequence / flow diagrams, future state proposals)Documenting non-functional requirements in order to ensure that these are fulfilled through implementation phasesProvide assistance and support for the definition of the data reporting processes and proceduresAssist the business to produce workarounds where requirements cannot be met fullyAnalyse, implement, document and update processes to ensure company goals and business case objectives are met About you - What are we looking for?  Ability to analyse existing systems to identify where data can be sourced from to meet the business requirementWorking knowledge of recruitment sectorData development, reporting, analytics and data set creationData Reporting applications, databases and data structures for reporting and analyticsAdvising organisations on the definition of best practices in Data Engineering, BI, Data Visualisation and Data AnalyticsChallenging existing mindsets and behaviours to ensure fit for purpose solutions are identified and deliveredAbility to handle multiple projects in a fast-paced environmentLean process techniquesCommunication / presentation of business requirements, process design and improvements upwards at a high level and downwards at a detailed levelManaging stakeholder expectationsReviewing requirements documentation and process designs produced by others So, what's in it for you?  Work with a leading financial services organisationAn excellent basic salaryGenerous and flexible company benefitsRemote working policy with a hybrid model of home and office working for those that want it.Work the ethical way - Join a business that has been named one of the worlds most ethical for twelve years running!Work for a business that believes in work/life balance Our Commitment - At ManpowerGroup, we believe that by harnessing diversity of thought and experience across our company, exceptional things happen. We continually strive for a highly diverse workforce and an inclusive culture where everyone  feels valued, listened to and able to discover their personal best.  Disability Confident - ManpowerGroup are a Level 3 Disability Confident Leader, for our commitment to helping those with disabilities into employment. Level 3 Leader status is an external validation of our commitment to supporting those  with disabilities to obtain and retain meaningful employment. Mental Wellbeing - As an organisation, we want to meet the recommended core standards for a healthy workplace as set out for all employers in the government's Thriving at Work Report. We recognise creating cultural changes in an organisation  is a complex task that requires a multi-tiered approach, which is why we have trained over 50 Mental Health First Aiders within our organisation to make a positive difference to our workforce. Reasonable Adjustments - If you feel you require any reasonable adjustments in order to apply for a vacancy at ManpowerGroup UK or its affiliated brands please email or speak directly to your Talent Acquisition Business Partner. Please apply now for immediate consideration or for further details prior to applying please contact Cassie Bosanko","",""
"1628454200-1196","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=25","Investment Data Analyst VBA / SQL","https://www.reed.co.uk/jobs/investment-data-analyst-vba-sql/43457413?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Investment Data Analyst VBA / SQL","Taylor James Resourcing","£45,000 - £55,000 per annum","Posted 22 July by 

                        Taylor James Resourcing","We are looking for a Graduate Investment Data Analyst with at least two years Investment Data Analysis experience Ideally you will be an analyst with either an Investment Risk, Performance, Asset Allocation, Finance, QIR, NAV background at an Investment Bank or Investment Firm.  Strong IT Analytical skills are essential with a strong knowledge and experience of managing databases, and experience of Excel, VBA is essential. Key Areas of the position involve Portfolio data management Monthly actual and budget operational information Annual actual and business plan operational information Make sure appropriate investment case information are captured correctly in the syste Work with Technology Group to develop new tools to improve the current processes Provide support to deal officers on data management related issue Portfolio and Asset analysis tables and charts are up-to-date Liaise with various internal stakeholders for example to ensure smooth execution of such projects Liaise with Technology Group (TG) and Investment Services Private Markets and Finance  Maintain and update the Portfolio spreadsheet Integrate corporate data to perform portfolio analysis Support deal officers during acquisition processes to perform pro-forma portfolio analysis Prepare Portfolio/Asset section of the PMC (Portfolio Management Committee) pac Portfolio and Asset performance reporting Quarterly operational data update with commentaries Prepare analysis on portfolio leverage and yield profile and other metrics to be determine Prepare half yearly Deal Expenses report Maintain a database of fund managers, and key metrics including return benchmarking for similar fund managers Asset Management and Reporting Log quarterly performance data from each fund manager For the fund(s); and for the UP Work with the funds strategy team to review the annual Preqin report and circulate market updates Support the funds team by helping to model fund terms on certain funds Long-term Work with TG to enhance the tracking and logging of data as listed above, and migrate it from Excel to dedicated databases over time","",""
"1628455424-1645","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=8","Data Analyst","https://www.reed.co.uk/jobs/data-analyst/43224604?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst","Alfred Recruitment LLP","£35,000 - £40,000 per annum","Posted 1 July by 

                        Alfred Recruitment LLP","Help the leadership team maintain and implement new data sheets for all parts of the business. This includes building stock forecast sheets, sales forecast sheets and ecommerce analytics sheets. Designing and planning new data sheets will be a key part of  the role. Ensure that ALL actions from said data sheets are followed up on and ensure that team leaders are completing tasks on time. Once tasks/plans are complete monitor the results and plan future improvements using the knowledge gained from data sheets with support  from the leadership team. Help the Tech Ops team to implement an overall data strategy and help implement policies that improve the speed at which data can be accessed/manipulated. Strong knowledge of Excel is essential. Experience with SQL databases is preferable but not essential. General responsibilities will be: ? develop records management processes and policies ? identify areas to increase efficiency and automation of processes ? set up and maintain automated data processes ? identify, evaluate and implement external services and tools to support data validation and cleansing ? produce and track key performance indicators ? develop and support reporting processes ? monitor and audit data quality ? liaise with leadership team to fully understand data content ? gather, understand and document detailed business requirements using appropriate tools and techniques ? design and carry out surveys and analyse survey data ? manipulate, analyse and interpret complex data sets relating to the employer's business ? prepare reports for internal and external audiences using business analytics reporting tools ? create data dashboards, graphs and visualisations ? provide sector and competitor benchmarking ? mine and analyse large datasets, draw valid inferences and present them successfully to management using a reporting tool","",""
"1628454303-1235","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=24","Performance & Data Quality Analyst","https://www.reed.co.uk/jobs/performance-data-quality-analyst/43495144?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Performance & Data Quality Analyst","Network Homes","£40,504 per annum, inc benefits","Posted 27 July by 
                                Network Homes","About Network Homes We are a charitable housing association driven by social objectives to make a positive impact on the places we work in, for the long-term. We have an ambition to build a thousand new homes a year, deliver first class customer service and strengthen our residents  trust in us as a landlord. We own and manage over 20,000 homes across London, Hertfordshire and the South East and are a sector leader amongst the G15 group of London’s largest housing associations. We fundamentally believe in the importance to everyone of a safe, secure, and decent  home. We foster a positive working culture because we’re passionate about our people. Recognised as a Sunday Times 100 Employer in 2019 we have outstanding levels of engagement amongst our people. And we’re focused on becoming even smarter, better, faster, and  stronger with our digital transformation programme as we look forward to our recent move into our brand new, modern, stylish offices which we moved into in July 2020. Network Homes is firmly committed to making sure that our organisation and the communities in which we work are safe places for people to be who they are and live the way they choose. The commitment was recognised at the Housing Heroes awards 2019 where  our Equality and Diversity Engagement Group picked up a key award and is demonstrated by us being founding partners for Leadership 2025, the initiative to increase the ethnic diversity of housing’s leadership, and Pledge Pioneers for House Proud, a scheme  designed to ensure Lesbian, Gay, Bisexual, Trans and Queer residents are able to enjoy their homes without fear of discrimination. About the role Are you excited about the opportunity to help Network Homes become more data driven? Are you passionate about using data to influence decision making and have a positive impact on our resident’s lives? Are you familiar with exciting business intelligence technology such as Power BI or Tableau or can use R or Python, or something similar? If so, I have the perfect role for you! We are currently recruiting for a Performance and Data Quality Analyst on a permanent contract. You will be a crucial part of the team tasked with collecting, analysing, and reporting on data and creating PowerBI report with regards to business performance across the organisation. You will improve data quality and promote the use of information for decision making through reviewing business processes and other projects. You will be collaborative and able to work with internal stakeholders to collate data from various teams and systems. You will analyse performance information to identify trends, best practice, and areas of improvement. To be successful, you will have strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy and be adept at communicating your findings to decision makers  effectively. You will be a team player able to work alongside different business areas whilst coordinating different programmes of work. If this sounds like you, we would love to hear from you. Rewards and Benefits We’re committed to making Network a really great place to work. As well as offering a positive culture we offer a generous pay and benefits package, some of which are listed below:  27 days annual leave - plus an extra day for every year of serviceAbility to buy or sell up to five days annual leave per yearEnrolment into our pension scheme with a minimum 4% contribution rateFlexible and agile workingSeason ticket loanHealth & Wellbeing benefitsPerkbox - offering loads of discounts in popular restaurants/movie tickets/gym etc. We really care about personal development so this role will offer an excellent opportunity for you to develop your career, but also to make a real impact and difference to the service we provide to our customers. Disability Confident Commitment We are committed to equal opportunities. We guarantee an interview to anyone with a disability whose application meets the minimum criteria for our post. Circle Back Initiative Employer We are a 2021 Circle Back Initiative Employer - we commit to responding to every application","",""
"1628454534-1322","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=20","Transactional Data Analyst","https://www.reed.co.uk/jobs/transactional-data-analyst/43256162?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Transactional Data Analyst","Page Personnel Finance","£28,000 - £32,000 per annum","Posted 5 July by 

                        Page Personnel Finance","Assisting the finance team in variety of accounting tasks, with the main focus surrounding the sales ledger.  Client Details Internationally recognised organisation with a great office culture.  Description  All responsible accounts are maintained, kept accurate and reported on time. Ensure customers invoicing is correct and concise, helping to contribute to overall aim.Fostering relationships of customers through clean communication within a variety of channels. Managing and reporting the current state of quantity claims, including any challenges that ariseAbility to communicate within department and other areas of the business to aid efficiency Able to track, monitor and progress quantity order and discrepancies  Profile  Good time manager and efficient user of time Appropriate invoicing skills and attention to detail Ability to deal with clients issues and queries arising from internal and external scenarios Previous Experience in retail situations Capable of prioritising workload and managing tasks Happy to solve challenging issues and forward thinking attitude Extensive verbal and written communication skills Happy to work in a mixture of a team and individually. Excellent Excel skills  Job Offer  Competitive Salary Flexible working environment with option to work at home some days Free parking Opportunity to work for a market leader in a competitive industry","",""
"1628454393-1267","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=22","Data Analyst Coach/Trainer","https://www.reed.co.uk/jobs/data-analyst-coach-trainer/43500844?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst Coach/Trainer","Lifetime Training Ltd","£45,000 - £55,000 per annum","Posted 27 July by 

                        Lifetime Training Ltd","In a nutshell You will be responsible for working with learners, supporting them through all aspects of the L3 & L4 Data Analytics apprenticeship standards to successful completion of the programme through our ways of working and behaviours. Why Lifetime? Lifetime Training delivers training courses and apprenticeships to people across the UK every day. We are an innovative, energetic company that places real emphasis on providing a great service to our clients and learners through our life-changing people  and have been recognised as the number 1 training provider as voted by apprentices (RateMyApprenticeship) What will you be doing?  Coach all learners through their learning adhering to the standards of the apprenticeship programmes ensuring consistency and fairness throughout all assessment delivery techniques.Deliver virtual, face to face and classroom-based group knowledge sessionsDeliver engaging sessions whether face to face or remote via on-line teaching & learning technologies including social learning systems and mediaEnsure each learner is ready for end point and qualification assessmentBe a subject specialist in Data analytics.Work collaboratively with learners and employers.Accountable for timely submission and marking of learner assignments and projects.Deliver a balanced KPI's in line with Company expectationsOperate within the 8-week framework to maintain operational delivery consistency across the CompanyEnsure all learners experience quality standards in line with Company and Ofsted guidelines What will you bring to the role?  Extensive, relevant vocational experience in Data Analytics or Data ScienceProven experience in SQL, Tableau, Power BI, R, Python Level 4 Award in Education & Training (or equivalent) desirableA1 Assessor qualified or equivalent (desirable)GCSEs English and Maths (C or above or key skills equivalent).Experience of working autonomouslyFamiliarity of working in a high demand environment delivering to targets and tight deadlinesExcellent communication, presenting and listening skillsGood organisational and problem-solving skills  What we offer We offer a great benefits, reward and recognition and wellbeing package which includes some of the following:  25 days holiday (business closes at Christmas)Contributory pension (company matched)Life InsuranceA comprehensive reward, recognition and wellbeing schemeAn Award-winning onboarding programme for our TrainersA comprehensive management development programmeA career pathway programme to support your personal and professional development Further information at: https://jobs.lifetimetraining.co.uk","",""
"1628455039-1518","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=12","Data Quality Analyst","https://www.reed.co.uk/jobs/data-quality-analyst/43347966?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Quality Analyst","Proactive Appointments","£40,000 - £45,000 per annum","Posted 13 July by 

                        Proactive Appointments","Data Quality Analyst  Our client who are one of the longest standing members of the London Stock Exchange and one of the UK’s leading wealth management organisations, currently require a Data Quality Analyst who has a passion for all things Data. Working alongside other talented  professionals this will be a great opportunity for someone who wants to further their career in the Data field. This role will require the Data Quality Analyst to ensure a Data Governance framework exists that complies with our regulatory and statuary obligations, and to maintain and improve the quality and integrity of data from a tactical and strategic perspective,  which together will allow the firm to realise and maximise the value of data captured and collated. Role responsibilities:  Advocate and champion good data governance across the wider business.Contribute to and implement the Data Governance framework and strategy.Discover and troubleshoot quality issues through root cause analysis and remediation to ensure accuracy.Identification and categorisation of data sources and structures.Implementation of data quality metrics and rules through the creation and maintenance of data quality dashboards.Establishing a monitoring and tracking regime for quality issues using a continuous improvement mindset.Data integrity checking, reconciliation and exception reporting.Design and implementation of data management standards, policies and procedures, remediation plans and cleansing strategies.Root cause analysis of data corruption.Establishing master data ensuring a golden source of truth exists that is readily accessible for business consumption.Working with the Enterprise Architecture team to map data flows, integration points and user journeys.Promote and embed effective data governance and ownership with the business and key stakeholders.To provide subject matter assistance to business analysts/solutions architects in systems design and definition. Knowledge & Skills:  Proficiency working with operating systems, databases, applications such as SharePoint, Microsoft Office suite (especially Excel), MS Dynamics, IBM PowerCloud.Hands-on databases and query skills (SQL/DB2), ETL, scripting languages (PowerShell,VBA, Python) and application programming interfaces (APIs), data visualisation tools (Tableau, Power BI, TM1), and cloud-based services & environments.Understanding of database design (ERDs, Relational database management systems, logical data models, normalisation, data dictionary, SQL programming, SSIS, SSAS, SSRS) and the Software Development Lifecycle.Familiarity with data streaming technologies (Kafka).Exceptional analytical and problem-solving skills with attention to detail and comfortable interrogating large data sets.Extensive working knowledge with statistical and analytical tools and packages.Solid understanding of data, information analysis, mining and reporting techniques.Bachelor's degree in statistics, mathematics, computer science, information management, or similar.Any relevant vocational Data Management or Architecture vocational certification/qualification/accreditation desirable.Experience with ‘Big Data’ (data layers/warehouses/lakes), automation and emerging data science technologies.Prior experience in a Data Governance/Quality role with practical knowledge of key Data privacy legislation, such as GDPR. Data Quality Analyst  Due to the volume of applications received for positions, it will not be possible to respond to all applications and only applicants who are considered suitable for interview will be contacted.  Proactive Appointments Limited operates as an employment agency and employment business and is an equal opportunities organisation We take our obligations to protect your personal data very seriously.  Any information provided to us will be processed as detailed in our Privacy Notice, a copy of which can be found on our website http://proactive.it/privacy-notice/","",""
"1628454718-1394","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=17","Data Analyst - (2100008O)","https://www.reed.co.uk/jobs/data-analyst-2100008o/43353029?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","Data Analyst - (2100008O)","Freshfields","Competitive salary","Posted 13 July by 

                        Freshfields","Role summary/purpose of job Part of the Global Business Acceptance Team, which manages the firm’s risk exposure and provides advice to the firm on a range of legal and compliance issues relating to business acceptance (including conflicts, confidentiality, client due diligence, sanctions,  reputational and commercial risk). The Data Analyst (DA):  Acts as a data exploitation and data management specialist;Is responsible, within their specialisation, for assisting the Firm to optimise the commercial value the Firm holds in its client database, and for safeguarding access to that sensitive client data. Key responsibilities and deliverables The core role of the DA is to:  Provide regular client and matter data reports to Legal Dept and partnership colleagues;Monitor data management mailboxes, responding to Firm-wide queries, and escalating issues to senior colleagues as required;Provide basic team performance data to Legal Dept management;Create and maintain systems information barriers;Support safe access to the Firm’s most sensitive client data;Create and maintain the Firm’s share & security dealing records;Support Legal Department colleagues with team projects and tasking as required;Contribute to process improvements in the wider Legal Department; andContribute to an inclusive working environment where all colleagues are treated with fairness and respect, applying the 'Being Freshfields’ principles at all times. Key requirements (Communication/skills/experience) Essential  Data manipulation, data management and data visualisation skills, with a good understanding of Microsoft Excel;Ability to prioritise and multitask; working in an organised manner; recognising need for clear, concise and accurate communication; keeps detailed & timely notes of client interactions; prepares thoroughly before meetings and calls;Ability to transfer knowledge to support team members in the form of peer support;Ability to understand (i) the types of work that Freshfields does at a high level, and (ii) the business acceptance processes undertaken for onboarding new clients and matters;Ability to work to tight deadlines and show resilience under pressure - used to working to a very high standard of accuracy and efficiency;Demonstrates a high level of discretion, integrity and professionalism. Desirable (non-essential)  Technical acumen - understands the use of technology in the delivery of an excellent service for colleagues from multiple internal teams;Basic understanding of PowerBI, SQL, and other Microsoft tools;Experience of working in an international professional services environment (preferably legal) with a geographically dispersed team. Inclusion Freshfields is an equal opportunities employer and all applications received by the firm will be considered by the firm on the basis of their merit alone and we welcome applications from all suitably qualified individuals regardless of background. All  offers of employment will be conditional on the candidate having/securing the right to work in the UK and providing the firm with evidence of that right (as required by the Immigration, Asylum and Nationality Act 2006) prior to employment commencing. Freshfields is a Ban the Box employer. We ask applicants to disclose criminal convictions only when a conditional job offer is made. A conviction does not automatically lead to withdrawal of the offer: we make decisions on a case by case basis and take  a number of factors into account (eg the role you are applying for and the circumstances of the offence). You would have the opportunity to discuss the matter with us before we make a decision.","",""
"1628454280-1225","https://www.reed.co.uk/jobs/data-analyst-jobs-in-united-kingdom?pageno=24","COVID-19 Infection Data Analyst","https://www.reed.co.uk/jobs/covid-19-infection-data-analyst/43461258?source=searchResults#/jobs/data-analyst-jobs-in-united-kingdom","COVID-19 Infection Data Analyst","Concept Resourcing","£140.00 - £141.00 per day","Posted 23 July by 

                        Concept Resourcing","My client in Titchfield, Hampshire are a large government organisation. They are seeking a COVID-19 Infection Survey Sampling Analyst on an initial 8 month contract basis (37 hours per week). The role is paying £19.52 per hour (permanent salary equivalent £29,500)  for the duration of the contract. 
Successful applicants will be expected to take on a broad range of tasks and to work in a fast-paced manner. You will be expected to produce detailed documentation for the statistical model and its processes and help build the capability of others in R programming.  You will also be expected to produce management information for senior staff (and external partners) on current sampling performance against targets. Qualifications 
Degree/MSc in a highly numerate subject (e.g. Maths, Economics, Statistics, Physics, Computer Science) 
Experience  Strong skills in R programming for data analysis (essential).Excellent team-working skills.Ability to produce results and provide information in a fast-paced environment.Excellent communication skills, both written and oral.Competent in Microsoft Excel.Excellent attention to detail. 
Essential Skills  Strong R programming skills for data analysis.Microsoft Excel skills.Must be a team player. 
Desirable Skills  Stata programming for data analysis. 
Successful candidates will be required to undergo SC Clearance, therefore applicants must of resided in the UK for a minimum of three out of the last five years, in order to undergo this level of security check.","",""
